"CCN","RPT_NUM","HOSP_NAME","ADDRESS","ZIP","CST_CHRG","NET_REV_CAID","CAID_COST","DIFF_CAID_REV","TOT_UNCOMP_COST","BAD_DEBT","COST_UNCOMP","CHAR_CHRG_UNIN","CHAR_CHRG_TOT","COST_CHAR_UNIN","COST_CHAR_TOT","CHAR_CHRG_INS","COST_CHAR_INS","DISCHRG","DISCHRG_HMO","HOSP_CHRG_INPAT","HOSP_CHRG_OUTPAT","HOSP_CHRG_TOT"
"050686",776177,"KFH - RIVERSIDE","10800 MAGNOLIA AVE_RIVERSIDE_CA","92505",0.257036,25542034,47375734,21833700,23291227,2518894,1457527,1202551,1703533,309099,810081,500982,500982,277,3586,712793282,1274229414,1987022696
"050854",776180,"ANAHEIM COMMUNITY HOSPITAL","3352 W BALL RD_ANAHEIM_CA","92804",0.527416,NA,NA,0,32975,34539,32975,39600,39600,20886,20886,NA,NA,70,NA,42784226,863148,43647374
"060032",776184,"ROSE MEDICAL CENTER","4567 EAST NINTH AVENUE_DENVER_CO","80220",0.069054,22986887,39317021,15033842,22169218,14760000,7135376,65453904,66949505,4519854,6015455,1495601,1495601,1342,1546,1367773103,1953331478,3321104581
"061301",776186,"RIO GRANDE HOSPITAL","310 COUNTY ROAD 14_DEL NORTE_CO","81132",0.515075,3605842,4317949,712107,1422806,1083294,703935,345523,345523,177970,177970,NA,NA,303,4,6420206,41604483,48024689
"061320",776188,"GUNNISON VALLEY HOSPITAL","711 NORTH TAYLOR STREET_GUNNISON_CO","81230",0.495316,7878719,11684535,1188059,4370136,2077646,2965302,1106358,2574301,504976,1956253,1467943,1451277,184,NA,13563898,104197762,117761660
"100055",776194,"ADVENTHEALTH - NORTH PINELLAS","1395 S PINELLAS AVENUE_TARPON SPRINGS_FL","34689",0.168634,3668410,16358287,12643557,21243106,6290001,8599549,41456966,41949779,6991054,7475731,492813,484677,1453,2332,478492485,431422273,909914758
"100268",776196,"WEST BOCA MEDICAL CENTER","21644 STATE ROAD 7_BOCA RATON_FL","33428",0.081941,14800783,24279647,5729689,13696571,17822419,7847291,76484269,76484269,6267197,6267197,NA,NA,1479,1604,929961340,1029769947,1959731287
"100284",776197,"WESTCHESTER GENERAL HOSPITAL","2500  SW 75 TH AVE_MIAMI_FL","33155",0.151184,1897586,6108485,3260642,3890606,2006954,629964,369332,453725,55837,140230,84393,84393,907,589,181953229,173246920,355200149
"100362",776200,"BAYCARE HOSPITAL WESLEY CHAPEL","4501 BRUCE B DOWNS BLVD_WESLEY CHAPEL_FL","33544",0.328252,1235321,5595128,4359807,7547969,1191319,3140470,7974652,8131168,2617695,2749038,156516,131343,272,371,61851859,98065244,159917103
"101303",776201,"LAKE BUTLER HOSPITAL","850 EAST MAIN STREET_LAKE BUTLER_FL","32054",0.321569,1050888,2722452,421484,2443260,2934658,2021776,1694143,3540024,534921,1074647,1845881,539726,2,NA,15564037,20346431,35910468
"140030",776210,"ADVOCATE SHERMAN HOSPITAL","1425 NORTH RANDALL ROAD_ELGIN_IL","60123",0.190039,25776113,48642704,22866591,32711753,23553648,9845162,25379911,25771765,4823173,5215027,391854,391854,3774,2234,708121083,957547121,1665668204
"151313",776224,"WOODLAWN HOSPITAL","1400 EAST 9TH STREET_ROCHESTER_IN","46975",0.298918,129519,8844880,8715361,9420723,2016007,705362,278778,278778,83332,83332,NA,NA,142,75,12151636,162565167,174716803
"151316",776225,"IU HEALTH FRANKFORT HOSPITAL","1300 SOUTH JACKSON STREET_FRANKFORT_IN","46041",0.369003,4203588,6757212,2553624,4165765,2263633,1612130,1900433,1992619,700144,785405,92186,85261,96,80,5037255,70004868,75042123
"151323",776226,"PARKVIEW LAGRANGE HOSPITAL","207 NORTH TOWNLINE ROAD_LAGRANGE_IN","46761",0.229481,730364,2539628,1809264,5380438,2822699,2320963,2779581,3899954,637861,1601799,1120373,963938,205,133,21898667,123912000,145810667
"190005",776230,"UNIVERSITY MEDICAL CTR. AT NEW ORLEA","2000 CANAL STREET_NEW ORLEANS_LA","70112",0.236862,1,NA,0,68627932,26332526,68627932,216139083,234731891,51195135,62237509,18592808,11042374,961,2207,1254438841,1226372683,2480811524
"190255",776234,"PARK PLACE SURGERY CENTER","4811 AMBASSADOR CAFFERY PKWY_LAFAYETTE_LA","70508",0.191516,264757,854259,589502,885238,1517953,295736,NA,NA,NA,NA,NA,NA,26,NA,11642856,224376799,236019655
"191307",776237,"DEQUINCY MEMORIAL HOSPITAL","110 WEST FOURTH STREET_DEQUINCY_LA","70633",0.731927,NA,NA,0,508426,731707,508426,NA,NA,NA,NA,NA,NA,35,NA,8871072,11377189,20248261
"210057",776242,"AHC SHADY GROVE MEDICAL CENTER","9901 MEDICAL CENTER DRIVE_ROCKVILLE_MD","20850",0.691593,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4684,624,352205845,200932054,553137899
"251316",776250,"OCHSNER WATKINS HOSPITAL","605 S. ARCHUSA AVENUE_QUITMAN_MS","39355",0.614044,1189154,2799512,0,1394628,1710406,1336603,434896,482408,266775,313372,47512,46597,37,32,6754196,30027670,36781866
"271325",776252,"ST LUKE COMMUNITY HOSPITAL","107 6TH AVENUE SOUTHWEST_RONAN_MT","59864",0.710499,7292209,9017140,1724931,2005128,42059,280197,229317,329451,162011,262145,100134,100134,222,44,11491119,49428332,60919451
"271334",776254,"LOGAN HEALTH CHESTER","315 W MADISON AVE_CHESTER_MT","59522",1.189118,1209878,1570623,360745,445580,51571,84835,NA,25013,NA,23511,25013,23511,21,NA,1833283,4682811,6516094
"271389",776255,"BIG SKY MEDICAL CENTER","334 TOWN CENTER AVE_BIG SKY_MT","59716",0.654666,1259968,838543,0,1428623,1596379,1428623,428225,532735,280344,384854,104510,104510,2,3,1438700,16543967,17982667
"310015",776259,"MORRISTOWN MEDICAL CENTER","100 MADISON AVE_MORRISTOWN_NJ","07960",0.187067,117456538,152665593,25874030,52614442,25697583,26740412,113681181,114168604,21265997,21688391,487423,422394,12273,5731,4581954743,3887500737,8469455480
"310044",776260,"CAPITAL HEALTH MED CENTER - HOPEWELL","ONE CAPITAL WAY_HOPEWELL_NJ","08534",0.047905,62434216,69669187,0,18534831,37540980,18534831,351379826,351426694,16355246,16402114,46868,46868,2264,2166,3220807069,5438974910,8659781979
"310045",776261,"ENGLEWOOD HOSPITAL & MED CTR","350 ENGLE STREET_ENGLEWOOD_NJ","07631",0.088969,41023052,50627760,4050234,22850995,21997236,16785472,156649603,157585591,13936959,14354623,935988,417664,4922,2626,1850984130,4845692326,6696676456
"330195",776265,"LONG ISLAND JEWISH MEDICAL CENTER","275-05 76TH STREET_NEW HYDE PARK_NY","11040",0.196491,570175204,811014213,216697726,265613828,29236479,48843759,103102025,125915652,20258620,43072247,22813627,22813627,11525,14376,8658430817,5127623925,13786054742
"330211",776266,"CLAXTON HEPBURN MEDICAL CENTER","214 KING STREET_OGDENSBURG_NY","13669",0.410661,17881749,23247973,2719832,3277900,349856,558068,1010035,1056498,398746,435618,46463,36872,513,NA,58756475,215035328,273791803
"330215",776267,"ROME MEMORIAL HOSPITAL  INC.","1500 NORTH JAMES STREET_ROME_NY","13440",0.26166,19110785,25156740,5375309,7187787,4760743,1728402,913546,1157214,239038,482706,243668,243668,693,553,104852977,273070900,377923877
"330221",776268,"WYCKOFF HEIGHTS MEDICAL CENTER","374 STOCKHOLM STREET_BROOKLYN_NY","11237",0.372871,183506373,150044342,0,2985282,4500825,2985282,1258876,2103843,469398,1314365,844967,844967,1158,3398,463215284,378678791,841894075
"330226",776269,"THE UNITY HOSPITAL OF ROCHESTER","1555 LONG POND ROAD_ROCHESTER_NY","14626",0.429841,149814331,156160624,6346293,17444045,3697136,11097752,2052029,10747472,882046,9577489,8695443,8695443,2548,7638,564586449,744158007,1308744456
"330229",776270,"BROOKS-TLC HOSPITAL SYSTEM  INC.","529 CENTRAL AVE_DUNKIRK_NY","14048",0.456849,6661257,10761532,3777742,4579896,1633928,802154,13305,75840,6078,68613,62535,62535,266,369,25211258,93215125,118426383
"330239",776272,"UPMC CHAUTAUQUA AT WCA","207 FOOTE AVENUE_JAMESTOWN_NY","14701",0.335347,41604814,33227800,0,2401277,3560131,2371161,2641427,2930548,885795,1174916,289121,289121,1111,1167,103575946,286440103,390016049
"330241",776273,"UNIVERSITY HOSPITAL AT SYRACUSE","750 E. ADAMS STREET_SYRACUSE_NY","13210",0.271134,474058536,659380874,185322338,207719531,39901172,14743664,9213894,10545150,2498200,3829456,1331256,1331256,5509,6451,3259078281,2746498410,6005576691
"330261",776275,"PHELPS MEMORIAL HOSPITAL CENTER","701 NORTH BROADWAY_SLEEPY HOLLOW_NY","10591",0.191415,35206355,48721806,12046662,16905577,9895355,4803309,10501727,11389377,2010188,2897838,887650,887650,2476,1150,642667795,1142212525,1784880320
"330270",776276,"HOSPITAL FOR SPECIAL SURGERY","535 EAST 70TH STREET_NEW YORK_NY","10021",0.251845,14331044,23417148,9044141,20458737,7420470,11414596,19233393,24146714,4838948,9545353,4913321,4706405,2667,646,1388183231,2134410612,3522593843
"340141",776282,"NEW HANOVER REGIONAL MEDICAL CENTER","2131 S. 17TH ST_WILMINGTON_NC","28402",0.264638,108718773,145854234,0,73031895,63737003,72854292,209228929,210514248,55254592,55903716,1285319,649124,10620,7600,2244855752,2936964553,5181820305
"370054",776299,"GRADY MEMORIAL HOSPITAL","2220 IOWA AVENUE_CHICKASHA_OK","73018",0.295255,6731038,8327789,291100,2459680,7081625,2168580,69310,125380,20258,74919,56070,54661,435,35,25599986,100057175,125657161
"370192",776301,"NORTHWEST SURGICAL HOSPITAL","9204 NORTH WAY_OKLAHOMA CITY_OK","73120",0.162488,670772,1034278,363506,427783,395579,64277,NA,NA,NA,NA,NA,NA,65,NA,38538924,50749053,89287977
"371328",776302,"ARBUCKLE MEMORIAL HOSPITAL","2011 WEST BROADWAY_SULPHUR_OK","73086",0.562843,3111144,4874755,1673601,3270439,2796182,1596838,57503,105310,32365,80172,47807,47807,242,45,11083266,26572070,37655336
"380037",776305,"PROVIDENCE NEWBERG MEDICAL CENTER","1001 PROVIDENCE DRIVE_NEWBERG_OR","97132",0.351385,16697859,21930692,5071257,9095347,845852,4024090,5025668,7060916,1765944,3727059,2035248,1961115,625,820,85339846,230580605,315920451
"381303",776308,"PROVIDENCE SEASIDE HOSPITAL","725 S. WAHANNA ROAD_SEASIDE_OR","97138",0.493285,12048286,12074003,0,1966628,1084537,1966628,1885575,2543066,930126,1556442,657491,626316,507,104,35564947,119824365,155389312
"381317",776310,"TILLAMOOK REGIONAL MEDICAL CENTER","1000 THIRD ST._TILLAMOOK_OR","97141",0.606557,29023405,27210319,0,2928876,3224993,2928876,1886555,1886555,1144303,1144303,NA,NA,301,178,25242167,146799619,172041786
"381318",776311,"HOOD RIVER MEMORIAL HOSPITAL","810 12TH ST_HOOD RIVER_OR","97031",0.423252,15486934,13185840,0,2860361,761890,2860361,3444140,4571302,1457739,2584901,1127162,1127162,450,209,31358843,179043389,210402232
"381324",776312,"ST CHARLES MADRAS","470 A STREET_MADRAS_OR","97741",0.403392,13805206,14667681,862475,2827880,2418813,1965405,996085,1584315,401813,990043,588230,588230,122,123,18669707,76338148,95007855
"390307",776315,"EDGEWOOD SURGICAL HOSPITAL","239 EDGEWOOD DRIVE EXTENSION_TRANSFER_PA","16154",0.178679,449441,472840,23399,26592,17128,3193,NA,NA,NA,NA,NA,NA,41,37,8831871,75807014,84638885
"400118",776316,"DOCTOR CENTER HOSPITAL MANATI  INC.","CARR. #2_MANATI_PR","00674",0.448851,NA,NA,0,1061060,2496278,1061060,NA,NA,NA,NA,NA,NA,662,5331,119250305,72168424,191418729
"450162",776323,"GRACE MEDICAL CENTER","2412 50TH STREET_LUBBOCK_TX","79412",0.244391,NA,1259760,1259760,2312557,1512740,1052797,2161722,2317962,528305,679831,156240,151526,69,64,31457412,314028481,345485893
"450677",776326,"TEXAS HEALTH HUGULEY","11801 SOUTH FREEWAY_BURLESON_TX","76028",0.155749,18373842,19999888,1626046,26909598,20155415,24381926,129631097,131434631,20189914,21073975,1803534,884061,2076,3399,758813911,693035828,1451849739
"450804",776327,"TEXAS ORTHOPEDIC HOSPITA","7401 SOUTH MAIN STREET_HOUSTON_TX","77030",0.068401,4448767,3153674,0,716642,2811149,656482,5139384,5217744,350575,427225,78360,76650,792,475,673327252,1307395965,1980723217
"451307",776328,"IRAAN GENERAL HOSPITAL DISTRICT","320 WEST 5TH STREET_IRAAN_TX","79744",1.356761,573407,780112,206705,1419165,187632,1212460,638908,740237,864965,961616,101329,96651,19,NA,726568,4509627,5236195
"454130",776331,"WELLBRIDGE HEALTHCARE GREATER DALLAS","4301 MAPLESHADE LANE_PLANO_TX","75093",NA,NA,NA,0,27832,NA,27832,NA,NA,NA,NA,NA,NA,136,NA,26138000,106200,26244200
"500019",776337,"PROVIDENCE CENTRALIA HOSPITAL","914 S SCHEUBER RD_CENTRALIA_WA","98531",0.19505,17019432,36819944,17776598,23347631,3799338,5571033,13351565,16379244,2604223,4633852,3027679,2029629,1171,1095,267078409,738807410,1005885819
"500152",776340,"SWEDISH ISSAQUAH","751 NE BLAKELY DRIVE_ISSAQUAH_WA","98029",0.255285,12275319,27853192,15009088,20251307,2612291,5242219,12979941,14476336,3313584,4539135,1496395,1225551,1552,1290,493725927,546997246,1040723173
"501303",776341,"WILLAPA HARBOR HOSPITAL","800 ALDER STREET_SOUTH BEND_WA","98586",0.706793,4400795,3497478,0,1134608,829490,1134608,405881,712072,286874,593065,306191,306191,114,2,5334271,33038428,38372699
"501316",776342,"KLICKITAT VALLEY HEALTH","310 S ROOSEVELT_GOLDENDALE_WA","98620",0.656005,15835954,10149601,0,1506963,1415645,1506963,148968,754618,97724,703374,605650,605650,116,NA,3558916,47712976,51271892
"521334",776345,"THEDACARE MEDICAL CENTER - WAUPACA","800 RIVERSIDE DRIVE_WAUPACA_WI","54981",0.312682,5156052,5042607,0,3560745,9139166,3560745,955185,1338822,298669,682306,383637,383637,209,300,17995174,107801349,125796523
"530008",776348,"SAGE WEST HEALTH CARE","2100 WEST SUNSET DRIVE_RIVERTON_WY","82501",0.199366,5273029,11083096,2731830,6319671,9455255,3587841,8198649,8219666,1627554,1641176,21017,13622,598,130,110697161,199187758,309884919
"670006",776350,"THE HOSPITAL AT WESTLAKE MEDICAL CTR","5656 BEE CAVES RD.  STE M302_AUSTIN_TX","78746",0.199248,5815,16737,10922,10922,NA,NA,NA,NA,NA,NA,NA,NA,204,12,102374406,100697359,203071765
"670047",776351,"HOSPITALS OF PROVIDENCE EAST CAMPUS","3280 JOE BATTLE BLVD._EL PASO_TX","79938",0.06832,43433199,31982820,0,16069526,28892487,16020635,194427731,195055258,13280903,13853158,627527,572255,1373,4969,2098268175,1285456544,3383724719
"670054",776352,"FOUNDATION SURGICAL OF SAN ANTONIO","9522 HUEBNER ROAD_SAN ANTONIO_TX","78240",0.146023,NA,NA,0,181707,1243768,181707,600,600,88,88,NA,NA,106,NA,92423209,140944995,233368204
"030062",776358,"SUMMIT HEALTHCARE","2200 SHOW LOW LAKE RD._SHOW LOW_AZ","85901",0.187719,33638831,37807580,4168749,4542992,1516467,374243,199858,262910,37517,88806,63052,51289,1435,945,234177996,618751102,852929098
"040018",776360,"BAPTIST HEALTH MEDICAL CENTER - VB","211 CRAWFORD MEMORIAL DRIVE_VAN BUREN_AR","72956",0.13612,957617,3048980,726914,2171867,1549878,1444953,8909377,8977307,1212744,1230997,67930,18253,2,8,2288282,74228059,76516341
"040132",776362,"LEO N LEVI MEMORIAL HOSPITAL","300 PROSPECT AVENUE_HOT SPRINGS_AR","71901",0.487668,2353729,2098417,0,173884,309375,173884,51575,51575,25151,25151,NA,NA,NA,NA,12663460,3213151,15876611
"050138",776365,"KFH - LOS ANGELES","4867 SUNSET BLVD_LOS ANGELES_CA","90027",0.281031,55655804,98570995,42915191,44727888,2388266,1812697,2269608,2773298,637830,1141520,503690,503690,664,8429,2419178115,1361143553,3780321668
"050139",776366,"KFH - DOWNEY","9400 ROSECRANS AVENUE_BELLFLOWER_CA","90706",0.264005,49258631,90964405,41705774,43569135,3246242,1855399,1623882,2193544,428713,998375,569662,569662,465,6498,1364612823,1781741716,3146354539
"050140",776367,"KFH - FONTANA","9961 SIERRA AVENUE_FONTANA_CA","92335",0.253079,84584761,145728991,61144230,64380348,6152703,3236118,3093000,3989225,782773,1678998,896225,896225,828,10623,2364595791,2550538902,4915134693
"050158",776368,"ENCINO HOSPITAL","16237 VENTURA  BLVD_ENCINO_CA","91436",0.195439,9634499,13114253,3367243,4128358,1894222,761115,1134474,1135338,221720,222584,864,864,783,205,206877879,45358396,252236275
"050179",776369,"EMANUEL MEDICAL CENTER","825 DELBON AVENUE_TURLOCK_CA","95382",0.060836,55674662,91564745,11416166,17786261,19335787,6370095,72042402,72378925,4382772,4719295,336523,336523,2168,1318,1488800735,2456880299,3945681034
"050714",776371,"SUTTER MATERNITY & SURGERY CENTER","2900 CHANTICLEER AVENUE_SANTA CRUZ_CA","95065",0.32806,1267286,5657006,4408750,5515596,762372,976049,2076961,2115565,681368,719267,38604,37899,60,22,39026674,213170541,252197215
"050747",776372,"SOUTH COAST GLOBAL MEDICAL CENTER","2710 SOUTH BRISTOL STREET_SANTA ANA_CA","82701",0.228502,43470154,66768653,20139131,21685218,6171176,1546087,488060,490488,111523,113951,2428,2428,246,187,205106646,101346750,306453396
"050766",776374,"SUTTER SURGICAL HOSP - NORTH VALLEY","455 PLUMAS BLVD_YUBA CITY_CA","95991",0.377933,1239471,3679116,2439645,3102976,1754597,663331,557,557,211,211,NA,NA,130,5,28248342,76027220,104275562
"050772",776375,"KFH - ROSEVILLE","1600 EUREKA ROAD_ROSEVILLE_CA","95661",0.220803,67359043,105662923,38303880,40541546,4828560,2203606,408773,1455960,90258,1137445,1047187,1047187,640,9009,2099132501,2256127437,4355259938
"050776",776376,"COLLEGE MEDICAL CENTER","2776 PACIFIC AVE_LONG BEACH_CA","90801",0.421008,41408431,69365291,0,3502989,2652195,3502989,3377866,4389072,1422109,2433315,1011206,1011206,801,489,226966468,46417170,273383638
"050777",776377,"KFH - SAN LEANDRO","2500 MERCED STREET_SAN LEANDRO_CA","54577",0.237243,28585620,50392133,21806513,23765652,2967511,1956306,1828907,2647297,433895,1252285,818390,818390,294,4130,935858876,1308244728,2244103604
"051301",776378,"ADVENTIST HEALTH TEHACHAPI VALLEY","115 W. E ST._TEHACHAPI_CA","93561",0.228923,17630372,18761537,0,1635622,5744979,1635622,379780,499274,86704,206198,119494,119494,268,150,55062691,177089634,232152325
"051306",776379,"GLENN MEDICAL CENTER","1133 WEST SYCAMORE STREET_WILLOWS_CA","95988",0.572288,1680859,7992476,6311617,7023770,1279836,712153,NA,NA,NA,NA,NA,NA,93,NA,22473111,36153115,58626226
"051310",776380,"HOWARD MEMORIAL HOSPITA","ONE MARCELLA DRIVE_WILLITS_CA","95490",0.28922,9660286,22544961,4808513,6725292,3331113,1916779,377583,1092972,108657,824046,715389,715389,659,152,117202366,173300076,290502442
"051317",776381,"ADVENTIST HEALTH CLEARLAKE","18TH AVENUE & HI-WAY 53_CLEARLAKE_CA","95422",0.431596,53352140,74828157,0,4461975,6581945,4461975,460617,2342825,198132,2080340,1882208,1882208,487,141,92324592,333679411,426004003
"051325",776382,"ADVENTIST HEALTH MENDOCINO COAST","700 RIVER RAOD_FT BRAGG_CA","95437",0.579335,7796912,17108828,5312990,9111494,6405314,3798504,53320,393878,30890,362614,340558,331724,435,79,35099049,111001026,146100075
"051329",776383,"SUTTER LAKESIDE HOSPITAL","5176 HILL ROAD EAST_LAKEPORT_CA","95453",0.270378,17847932,29052737,3540951,6077603,4425460,2524739,4042656,4198520,1093045,1214715,155864,121670,594,156,94897813,242368372,337266185
"051331",776384,"SANTA YNEZ VALLEY COTTAGE HOSPITAL","2050 VIBORG ROAD_SOLVANG_CA","93463",0.304525,844238,3068579,1226497,3141300,4254073,1914803,518683,960241,157952,599510,441558,441558,127,NA,5862043,66176847,72038890
"051338",776386,"COALINGA REGIONAL MEDICAL CENTER","1191 PHELPS AVENUE_COALINGA_CA","93210",0.38655,14920456,16478578,1558122,1582001,66243,23879,NA,NA,NA,NA,NA,NA,74,1,81700766,34264949,115965715
"061311",776387,"SOUTHEAST COLORADO HOSPITAL","373 EAST TENTH STREET_SPRINGFIELD_CO","81073",0.915043,1493961,3560631,2066670,2112012,129551,45342,NA,NA,NA,NA,NA,NA,139,2,9308461,14961670,24270131
"061324",776388,"ASPEN VALLEY HOSPITAL DISTRICT","401 CASTLE CREEK ROAD_ASPEN_CO","81611",0.639165,2748236,7225050,3383859,6253123,2632834,2269648,293998,707494,187913,601409,413496,413496,196,NA,31349037,151363380,182712417
"100043",776391,"MEASE HOSPITAL AND CLINIC","601 MAIN ST_DUNEDIN_FL","34698",0.197406,5272627,11320091,5538987,13324466,7395890,7767023,27962223,29008111,5519753,6233925,1045888,714172,1389,1746,277636072,294872912,572508984
"100046",776392,"ADVENTHEALTH ZEPHYRHILLS","7050 GALL BOULEVARD_ZEPHYRHILLS_FL","33541",0.124685,8952678,24658824,15706146,26223275,9483902,10517129,67710959,68514533,8442541,9228344,803574,785803,2356,4334,884290906,712444453,1596735359
"100105",776395,"INDIAN RIVER MEMORIAL HOSPITA.L","1000 36TH STREET_VERO BEACH_FL","32960",0.242862,9912142,20645622,9832508,30667775,14731724,20835267,57568009,66903427,13981082,17122823,9335418,3141741,5560,3575,716090915,832056930,1548147845
"100127",776397,"MORTON PLANT HOSPITAL","300 PINELLAS ST_CLEARWATER_FL","33756",0.184261,17898955,45901085,26609252,63494800,34937069,36788534,140788825,147979139,25941373,30018277,7190314,4076904,7228,8293,1816397262,1553169729,3369566991
"100173",776398,"ADVENTHEALTH TAMPA","3100 E FLETCHER AVE_TAMPA_FL","33613",0.127573,27958847,91004060,48549623,81703938,28682179,32065513,208455780,210093094,26593329,28063425,1637314,1470096,4496,6551,2780367947,2125017058,4905385005
"100265",776399,"MEASE HOSPITAL COUNTRYSIDE","3231 NORTH MCMULLEN BOOTH RD_SAFETY HARBOR_FL","33761",0.174434,10244298,24873637,14508072,30328165,21098003,15715339,54424133,58767014,9493351,11835200,4342881,2341849,5090,5507,1030469537,892418787,1922888324
"100289",776400,"CCF HOSPITAL - WESTON","3100 WESTON ROAD_WESTON_FL","33331",0.221618,3725473,8498098,4772625,16412407,18309186,11639782,25571488,28841742,5667102,7419417,3270254,1752315,3810,3753,1058552202,1204575318,2263127520
