"ccn","RPT_REC_NUM","S100001_00100_00100","S100001_00200_00100","S100001_00700_00100","S100001_00800_00100","S100001_03100_00100","S100001_02600_00100","S100001_03000_00100","S100001_02000_00100","S100001_02000_00300","S100001_02300_00100","S100001_02300_00300","S100001_02000_00200","S100001_02300_00200","C000001_20200_00600","C000001_20200_00700","C000001_20200_00800","zipcode","hosp_name","address"
"310029",772907,0.105182,69966344,76846904,6880560,15504704,3765284,8624144,75669367,75889997,7959055,8060249,220630,101194,2168877252,1252907927,3421785179,"08103","VIRTUA OUR LADY OF LOURDES HOSPITAL","1600 HADDON AVENUE_CAMDEN_NJ"
"310057",772908,0.103841,52393022,55555901,3162879,8887678,4270248,5724799,48091095,48463780,4993827,5114916,372685,121089,1549187667,1315463789,2864651456,"08060","VIRTUA MOUNT HOLLY HOSPITAL","175 MADISON AVENUE_MT. HOLLY_NJ"
"310061",772909,0.113229,22422552,26458598,4036046,7876806,2692625,3840760,30000296,30079641,3396904,3458665,79345,61761,451770870,465361103,917131973,"08046","VIRTUA WILLINGBORO HOSPITAL","218A SUNSET RD_WILLINGBORO_NJ"
"371335",772934,0.657211,1592876,5127190,1837796,4154128,2908083,2316332,627157,627157,412174,412174,NA,NA,2552918,21294174,23847092,"74462","HASKELL REGIONAL HOSPITAL","401 NW H STREET_STIGLER_OK"
"400087",772941,0.515291,NA,NA,NA,760555,1648274,760555,NA,NA,NA,NA,NA,NA,61528677,32845198,94373875,"00678","HOSPITAL CAYETANO COLL & TOSTE","AVE. SAN LUCAS #129_ARECIBO_PR"
"400128",772942,0.5079,NA,NA,NA,473844,957869,473844,NA,NA,NA,NA,NA,NA,24530662,27518164,52048826,"00917","HOSPITAL METRO HATO REY  INC.","PONCE DE LEON #435_HATO REY_PR"
"431301",772943,0.898176,259010,332410,73400,367908,239818,294508,76199,89026,68440,81267,12827,12827,2522509,10130364,12652873,"57438-0100","FAULKTON AREA MEDICAL CENTER","1300 OAK STREET_FAULKTON_SD"
"450684",772958,0.171847,18025795,46500468,11823481,56153436,55377099,43826986,191135702,194667430,32846097,34065393,3531728,1219296,875935556,1226529618,2102465174,"77338-","MEMORIAL HERMANN NORTHEAST","18951 MEMORIAL NORTH_HUMBLE_TX"
"521312",772986,0.572211,2204463,2339697,135234,518900,387257,383666,55067,217249,31510,193692,162182,162182,5128501,39407906,44536407,"53530","MEMORIAL HOSPITAL OF LAFAYETTE CTY","800 CLAY STREET_DARLINGTON_WI"
"521321",772987,0.370842,1438566,2757257,1159602,3024235,2799144,1864633,442448,1107816,164078,829446,665368,665368,12084974,58371845,70456819,"54971","RIPON MEDICAL CENTER","845 PARKSIDE STREET_RIPON_WI"
"521341",772988,0.48508,6692709,11815812,5123103,6595687,2266495,1472584,1009751,1009751,489810,489810,NA,NA,17244715,106979732,124224447,"53581-","THE RICHLAND HOSPITAL  INC","333 EAST SECOND STREET_RICHLAND CENTER_WI"
"010052",772990,0.770046,658175,915237,NA,894230,1030304,894230,117170,155054,88279,125830,37884,37551,3283889,14388106,17671995,"36853","LAKE MARTIN COMMUNITY HOSPITAL","1231 SOUTH STREET_DADEVILLE_AL"
"030130",772994,0.18765,NA,NA,NA,3552720,5411111,3552720,12672007,13052208,2377902,2525450,380201,147548,222785839,300224428,523010267,"85140","BANNER IRONWOOD MEDICAL CENTER","37000 N GANTZEL ROAD_QUEEN CREEK_AZ"
"131325",773010,0.385358,22344153,26155581,3811428,6414411,3448303,2602983,226215,1416656,87174,1277615,1190441,1190441,60652552,246878747,307531299,"83221-","BINGHAM MEMORIAL HOSPITAL","98 POPLAR_BLACKFOOT_ID"
"241333",773035,0.595027,1801588,3133135,1331547,2902038,1514474,1570491,287204,785648,170894,669338,498444,498444,7148461,27559739,34708200,"56081","MAYO CLINIC HEALTH SYS - ST. JAMES","1101 MOULTON & PARSONS DRIVE_ST. JAMES_MN"
"240069",773074,0.346561,713813,1308891,595078,2003490,2201768,1408412,1790190,1814962,620410,645182,24772,24772,60156395,106508093,166664488,"55060","OWATONNA HOSPITAL","2250 NW 26TH STREET_OWATONNA_MN"
"240071",773075,0.338657,829641,1329337,499696,1914774,1979956,1338468,1607916,1730097,544532,666713,122181,122181,33950802,123991587,157942389,"55021-","ALLINA HEALTH FARIBAULT MEDICAL CTR","200 STATE AVENUE_FARIBAULT_MN"
"240076",773076,0.314252,615851,904743,288892,1804639,2178816,1480267,1753788,1995188,551131,792531,241400,241400,64838515,197228540,262067055,"55313","BUFFALO HOSPITAL","303 CATLIN STREET_BUFFALO_MN"
"240104",773078,0.358332,1532864,2596071,1063207,5043936,5330590,3696032,4634875,4761301,1660824,1787250,126426,126426,181516240,324721638,506237878,"55379-","ST. FRANCIS REGIONAL MEDICAL CENTER","1455 ST. FRANCIS AVENUE_SHAKOPEE_MN"
"370026",773083,0.128193,7472027,12231474,1681186,4180972,8028089,2490800,9318289,9377943,1194539,1245475,59654,50936,263215269,431038816,694254085,"73701-","ST MARYS REGL MEDICAL CENTER","305 SOUTH FIFTH STREET_ENID_OK"
"370225",773085,0.105565,4491658,4848626,356968,427996,293509,71028,130978,157195,13827,40044,26217,26217,16536490,272252898,288789388,"73013-3023","SUMMIT MEDICAL CENTER","1800 S. RENAISSANCE BLVD_EDMOND_OK"
"400109",773088,0.997019,NA,NA,NA,62395,178272,62395,NA,NA,NA,NA,NA,NA,65783715,25547160,91330875,"00959","HOSPITAL HIMA SAN PABLO BAYAMON","SANTA CRUZ # 70_BAYAMON_PR"
"520202",773091,0.385617,12451614,26018256,13566642,16895872,4734023,3329230,1625750,2536682,626917,1537849,910932,910932,147401755,298717313,446119068,"54476-","MARSHFIELD MEDICAL CENTER WESTON","3400 MINISTRY PARKWAY_WESTON_WI"
"520212",773092,0.37159,7861535,13568360,5706825,7037004,2532819,1330179,185741,513315,69019,396593,327574,327574,30121336,294357321,324478657,"54548","MARSHFIELD MEDICAL CENTER-MINOCQUA","9576 STATE HIGHWAY 70_MINOCQUA_WI"
"521328",773093,0.531115,3139120,5229424,2090304,2868268,1284298,777964,83692,209768,44450,170526,126076,126076,3392110,59191450,62583560,"54848-","MARSHFIELD MEDICAL CENTER-LADYSMITH","900 COLLEGE AVE WEST_LADYSMITH_WI"
"521349",773094,0.458731,562723,583876,21153,806433,1078348,785280,698089,721004,320235,343150,22915,22915,10604812,65361141,75965953,"54022-","RIVER FALLS AREA HOSPITAL","1629 E. DIVISION STREET_RIVER FALLS_WI"
"030134",773100,0.143707,NA,NA,NA,809347,1051585,809347,4424048,4442066,635767,653785,18018,18018,24761462,105813932,130575394,"85120","BANNER GOLDFIELD MEDICAL CENTER","2050 W SOUTHERN AVE_APACHE JUNCTION_AZ"
"050197",773109,0.188095,50683224,15908269,NA,6356886,6903911,6352986,18235641,19802379,3430033,4996771,1566738,1566738,685945839,835998530,1521944369,"94160","SEQUOIA HOSPITAL","170 ALAMEDA DE LAS PULGAS_REDWOOD CITY_CA"
"060003",773113,0.186955,9216780,22794466,10347263,16389503,1538012,6012982,22048278,24788694,4113785,5710629,2740416,1596844,165331416,345738860,511070276,"80501-3129","LONGMONT UNITED HOSPITAL","1950 WEST MOUNTAIN VIEW AVENUE_LONGMONT_CO"
"061328",773116,0.507325,3665757,6225806,NA,1749204,3215315,1749204,250787,250787,127231,127231,NA,NA,2710135,69584845,72294980,"81147","PAGOSA SPRINGS MEDICAL CENTER","95 SOUTH PAGOSA BOULEVARD_PAGOSA SPRINGS_CO"
"100034",773121,0.159134,24951510,48473578,NA,26281961,49536064,26281961,106529381,108344694,16936328,17894596,1815313,958268,1837598519,1714680908,3552279427,"33140","MOUNT SINAI MEDICAL CENTER OF FLORID","4300 ALTON ROAD_MIAMI BEACH_FL"
"100035",773122,0.076732,18746856,44380205,16449299,50612279,61402525,25710064,266184068,266820334,20424836,20663050,636266,238214,2540354536,1885005013,4425359549,"34208-","MANATEE MEMORIAL HOSPITAL","206 SECOND STREET EAST_BRADENTON_FL"
"141305",773149,0.396821,7679433,8713108,1033675,2670981,1939432,1637306,112264,963621,42826,884526,851357,841700,12848715,86847205,99695920,"62321-","MEMORIAL HOSPITAL ASSOCIATION","SOUTH ADAMS STREET_CARTHAGE_IL"
"240115",773186,0.273542,9088408,13658196,4569788,16903672,18184740,12333884,22375251,23528795,6120571,7274115,1153544,1153544,1521483001,1068204728,2589687729,"55433-","MERCY HOSPITAL","4050 COON RAPIDS BLVD_COON RAPIDS_MN"
"241304",773187,0.698152,1024508,1244580,220072,667081,156105,447009,132664,393694,92405,349734,261030,257329,1538018,13501481,15039499,"56296-","SANFORD MEDICAL CENTER WHEATON","401 12TH STREET NORTH_WHEATON_MN"
"290021",773201,0.061544,49144048,94155342,34559510,47750448,53044522,13181415,133269083,135623429,8201912,8910848,2354346,708936,3367352217,1510036140,4877388357,"89106","VALLEY HOSPITAL MEDICAL CENTER","620 SHADOW LANE_LAS VEGAS_NV"
"290032",773202,0.080464,6903157,16786066,8969352,12831101,16667394,3860559,23996718,24334115,1930872,2180533,337397,249661,770697349,876909397,1647606746,"89431","NORTHERN NEVADA MEDICAL CENTER","2375 EAST PRATER WAY_SPARKS_NV"
"290041",773203,0.061769,9454266,17883847,3195006,11804995,43962470,8565942,76152916,78411050,4703889,5331452,2258134,627563,4140919916,1727122457,5868042373,"89114","SUMMERLIN HOSPITAL MEDICAL CENTER","657 TOWN CENTER DRIVE_LAS VEGAS_NV"
"290057",773206,0.053799,42712708,74397381,28036319,39390249,70406697,11301415,119748455,120341650,6442347,6903320,593195,460973,3339969465,1922948114,5262917579,"89011","HENDERSON HOSPITAL","1050 WEST GALLERIA DRIVE_HENDERSON_NV"
"290061",773207,0.122112,5413146,17482448,12069302,16365250,13475285,4281390,19731184,20223268,2409414,2599180,492084,189766,660628110,567970981,1228599091,"89511","NORTHERN NEVADA SIERRA MEDICAL CNTR","625 INNOVATION DRIVE_RENO_NV"
"310012",773208,0.223949,24052291,31326983,6613691,18819704,20182978,12206013,33211801,33635194,7437750,7537066,423393,99316,1672882042,1681826896,3354708938,"07450","THE VALLEY HOSPITAL","223 N. VAN DIEN AVENUE_RIDGEWOOD_NJ"
"310110",773209,0.156199,14924532,26724184,10149715,17651475,9325033,7408755,33927747,34526128,5299480,5897861,598381,598381,684814770,655682057,1340496827,"08690","ROBERT WOOD JOHNSON HOSPITAL @ HAMI","1 HAMILTON HEALTH PLACE_HAMILTON_NJ"
"351321",773229,0.951645,211415,226445,15030,149300,126732,134270,8210,15579,7813,13666,7369,5853,1581540,8410976,9992516,"58495","WISHEK COMMUNITY HOSPITAL","1007 4TH AVENUE SOUTH_WISHEK_ND"
"400079",773279,0.416359,NA,NA,NA,1435616,1064228,425968,NA,NA,NA,NA,NA,NA,36014960,24049291,60064251,"00605-4055","HOSPITAL BUEN SAMARITANO","HIGHWAY #2 CAIMITAL BAJO_AGUADILLA_PR"
"420082",773281,0.099114,26041369,32096298,NA,13721325,48338454,13721325,79945108,80815962,7923679,8700800,870854,777121,1004986664,874505474,1879492138,"29801","AIKEN REGIONAL MEDICAL CENTER","302 UNIVERSITY PARKWAY_AIKEN_SC"
"431328",773287,0.598267,1384937,1383945,NA,268070,441691,268070,6386,16060,3821,3821,9674,NA,6301664,11644463,17946127,"57070","PIONEER MEMORIAL HOSPITAL AND HEALTH","315 NORTH WASHINGTON STREET_VIBORG_SD"
"451391",773297,0.289489,9447945,5798868,NA,4346039,2628924,4346039,10572929,11099064,3050389,3576149,526135,525760,12533055,66265113,78798168,"78061","FRIO REGIONAL HOSPITAL","200 S. IH 35_PEARSALL_TX"
"520208",773317,0.193959,6848314,9230189,2381875,4261509,3060442,1879634,3955812,4429576,767265,1241029,473764,473764,92308517,195928902,288237419,"53546","ST. MARYS JANESVILLE HOSPITAL","3400 EAST RACINE STREET_JANESVILLE_WI"
"021307",773323,0.668102,2457636,4182895,1725259,2464844,833946,739585,10602,185943,7083,182424,175341,175341,11508954,7327661,18836615,"99574-","CORDOVA COMMUNITY MEDICAL CENTER","602 CHASE STREET_CORDOVA_AK"
"050127",773331,0.167015,20399047,43842380,18544954,25494861,6465786,6949149,21340893,23274715,3564249,5498071,1933822,1933822,388086590,592756077,980842667,"95695","WOODLAND HEALTHCARE","1325 COTTONWOOD STREET_WOODLAND_CA"
"170187",773400,0.316241,821420,1074372,252952,459204,416999,206252,42841,99821,13548,70528,56980,56980,20061845,55925560,75987405,"67401-2697","SALINA SURGICAL HOSPITAL","401 SOUTH SANTA FE_SALINA_KS"
"241300",773421,0.599336,1127977,3400951,2272974,2459326,317872,186352,NA,NA,NA,NA,NA,NA,7179416,14387646,21567062,"56557","MAHNOMEN HEALTH CENTER","414 JEFFERSON_MAHNOMEN_MN"
"241303",773422,0.550377,1213901,1818306,604405,1197608,405368,593203,89392,421004,47754,377133,331612,329379,2521599,20095904,22617503,"56175-","SANFORD HOSPITAL TRACY","251 FIFTH STREET EAST_TRACY_MN"
"271321",773430,0.823791,2097551,2171024,73473,513625,491369,436467,19525,35122,16085,31682,15597,15597,4488729,7815118,12303847,"59036-0287","WHEATLAND MEMORIAL HEALTHCARE","530 3RD STREET NW_HARLOWTON_MT"
"451313",773478,1.037335,591077,846228,255151,1233930,321046,978779,637147,677536,657818,698062,40389,40244,750784,9555039,10305823,"79546","FISHER COUNTY HOSPITAL DISTRICT","774 STATE HIGHWAY 70_ROTAN_TX"
"461308",773480,0.731343,2233936,3255208,991430,1529639,686301,538209,49618,49618,36288,36288,NA,NA,3557175,27073486,30630661,"84535","SAN JUAN HEALTH SERVICES DISTRICT","380 WEST 100 NORTH_MONTICELLO_UT"
"500037",773483,0.28562,13635692,21467310,6383820,7180237,237958,796417,1662377,1956494,443284,723201,294117,279917,44605875,165049552,209655427,"98948","TOPPENISH COMMUNITY HOSPITAL","502 WEST 4TH AVENUE_TOPPENISH_WA"
"520004",773487,0.396623,23256865,43910943,20654078,26633592,8988166,5979514,4826034,5690084,1914116,2608376,864050,694260,163124675,644530168,807654843,"54601-4783","MCHS FRANCISCAN HEALTHCARE  INC","700 WEST AVE SOUTH_LA CROSSE_WI"
"520057",773488,0.231088,3586887,4901841,1314954,3757463,1633269,2442509,5336621,6136310,1233229,2032918,799689,799689,52940653,186688115,239628768,"53913","ST. CLARE HOSPITAL","707 FOURTEENTH STREET_BARABOO_WI"
"520076",773489,0.367565,6363839,15125477,8761638,11577073,5891158,2815435,722013,1113430,265387,656804,391417,391417,41628017,202143532,243771549,"53916","BEAVER DAM COMMUNITY HOSPITALS","707 SOUTH UNIVERSITY AVENUE_BEAVER DAM_WI"
"520083",773490,0.215398,33110639,47173549,14062910,21533351,9155492,7470441,19311867,20479283,4159738,5327154,1167416,1167416,1102788843,610346737,1713135580,"53715-1830","ST. MARYS HOSPITAL","700 SOUTH PARK STREET_MADISON_WI"
"521327",773491,0.276223,4844486,4777745,NA,1704262,1549780,1704262,828455,1855583,228838,1255966,1027128,1027128,21404005,128811526,150215531,"53963","WAUPUN MEMORIAL HOSPITAL","620 WEST BROWN STREET_WAUPUN_WI"
"060030",773527,0.304964,8372142,19446875,10469145,12333049,1946034,1863904,3809003,3947128,1161609,1259819,138125,98210,99629808,229064244,328694052,"80538","MCKEE MEDICAL CENTER","2000 BOISE AVENUE_LOVELAND_CO"
"141306",773548,0.392121,4061947,3301298,NA,407379,802676,407379,255735,255735,100279,100279,NA,NA,3051027,41501335,44552362,"62088-1499","COMMUNITY HOSPITAL OF STAUNTON","400 CALDWELL STREET_STAUNTON_IL"
"241345",773577,0.503989,1928125,3496439,1568314,2919973,1618213,1351659,271764,670895,136966,536097,399131,399131,7081984,33683787,40765771,"56093","MAYO CLINIC HEALTH SYSTEM - WASECA","501 N. STATE STREET_WASECA_MN"
"290046",773588,0.066822,10089741,17289881,563784,14136029,62784425,13557464,120429022,121353578,8047308,8571196,924556,523888,3612057040,1642920360,5254977400,"89119","SPRING VALLEY HOSPITAL MEDICAL CNTR","5400 SOUTH RAINBOW BLVD_LAS VEGAS_NV"
"310084",773589,0.185808,27358894,34753522,3427407,14083532,7038808,10386688,45671392,46154549,8486110,8969267,483157,483157,443824140,304352138,748176278,"08701-5237","MONMOUTH MEDICAL CENTER SOUTHERN CAM","600 RIVER AVENUE_LAKEWOOD_NJ"
"313038",773592,0.41604,NA,NA,NA,-1232,NA,-1232,NA,NA,NA,NA,NA,NA,42494564,NA,42494564,"07940","ATLANTIC REHABILITATION INSTITUTE","200 MADISON AVENUE_MADISON_NJ"
"360044",773600,0.376702,10168184,17298960,9222581,12188899,5708698,2966318,1318586,1642736,496714,820864,324150,324150,26703378,156394988,183098366,"45331-","WAYNE HOSPITAL COMPANY","835 SWEITZER STREET_GREENVILLE_OH"
"360092",773604,0.31105,7711324,15981579,6460386,10932284,10184707,4471898,2838312,3327220,843239,1296612,488908,453373,77556405,352261915,429818320,"43040-","MEMORIAL HOSPITAL OF UNION COUNTY","500 LONDON AVENUE_MARYSVILLE_OH"
"360263",773606,0.158478,2504429,2168706,NA,683481,2620740,419156,NA,NA,NA,NA,NA,NA,122874994,107415737,230290731,"45804","INSTITUTE FOR ORTHOPAEDIC SURGERY","801 MEDICAL DRIVE_LIMA_OH"
"361303",773607,0.315989,8086094,3867982,NA,1466691,1478210,1466691,2750836,2895027,868584,992199,144191,123615,11667866,61796897,73464763,"44254-","LODI COMMUNITY HOSPITAL","225 ELYRIA STREET_LODI_OH"
"361333",773608,0.415902,4735732,8399176,994377,2566600,2308480,1572223,664108,1491287,276204,630199,827179,353995,24302602,158478749,182781351,"43567","FULTON COUNTY HEALTH CENTER","725 SOUTH SHOOP AVENUE_WAUSEON_OH"
"370244",773613,1.055098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1665971,26637251,28303222,"74133","CREEK NATION HOSPITAL COUNCIL OAK","10109 E 79TH ST_TULSA_OK"
"400130",773621,0.699006,NA,NA,NA,249465,423137,249465,NA,NA,NA,NA,NA,NA,8072085,5324198,13396283,"00641","HOSPITAL METROPOLITANO DE LA MONTANA","ISAAC GONZALEZ_UTUADO_PR"
"452118",773640,0.276606,204532,78852,NA,4369763,716751,4369763,10868987,14867133,3006427,4128024,3998146,1121597,294374742,2073547,296448289,"77450","HOUSTON METHODIST ST. CATHERINE LTAC","701 SOUTH FRY ROAD_KATY_TX"
"520011",773654,0.355021,2469591,18565701,16096110,18376963,4259307,2280853,396961,1029665,140929,773633,632704,632704,32050959,315613106,347664065,"54868-","LAKEVIEW MEDICAL CENTER OF RICE LAKE","1700 WEST STOUT STREET_RICE LAKE_WI"
"521319",773658,0.46664,1947826,3047435,1099609,1160652,122266,61043,3207,11759,1497,10049,8552,8552,10198769,46772953,56971722,"53534-","EDGERTON HOSPITAL & HEALTH SERVICES","11101 NORTH SHERMAN ROAD_EDGERTON_WI"
"670005",773660,0.174503,253731,805812,552081,639423,498349,87342,NA,NA,NA,NA,NA,NA,11535596,135873147,147408743,"77339","MEMORIAL HERMANN KINGWOOD","300 KINGWOOD MEDICAL DRIVE_KINGWOOD_TX"
"670010",773661,NA,55549,NA,NA,760255,828598,760255,6450,637450,NA,631000,631000,631000,34660700,857850,35518550,"76208-5910","MAYHILL HOSPITAL","2809 SOUTH MAYHILL ROAD_DENTON_TX"
"670049",773662,0.27776,8936,30029,21093,822735,2464931,801642,420955,420955,116924,116924,NA,NA,65211284,270957041,336168325,"75231","NORTH CENTRAL SURGICAL HOSPITAL","9301 NORTH CENTRAL EXPRESSWAY_DALLAS_TX"
"050769",773689,0.189963,120865,191332,70467,371845,440545,301378,327891,647006,62287,217691,319115,155404,259035713,313404843,572440556,"92618","HOAG ORTHOPEDIC INSTITUTE","16250 SAND CANYON AVENUE_IRVINE_CA"
"050785",773690,0.19168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70727429,8842225,79569654,"90036-4404","DOCS SURGICAL HOSPITAL","6000 SAN VICENTE BLVD_LOS ANGELES_CA"
"140046",773699,0.238919,17452642,36654088,19201446,23688101,6140691,4486655,8844942,9611368,2113225,2879651,766426,766426,355115335,364647888,719763223,"62864","SSM HEALTH GOOD SAMARITAN HOSPITAL","1 GOOD SAMARITAN WAY_MT. VERNON_IL"
"140186",773700,0.195431,42746104,46962126,4216022,11034050,18584683,6818028,11950929,12526385,2335582,2911038,575456,575456,384897096,1091025090,1475922186,"60901","RIVERSIDE MEDICAL CENTER","350 NORTH WALL STREET_KANKAKEE_IL"
"191324",773707,0.328318,53127093,13497024,NA,1797943,3329219,1797943,1843055,2054007,514429,699080,210952,184651,19474792,117390758,136865550,"70394","OCHSNER BAYOU  LLC","4608 HIGHWAY 1_RACELAND_LA"
"240018",773710,0.476016,9975496,18489050,8513554,11158098,3191506,2644544,2229520,2345892,1061287,1164819,116372,103532,36237426,203311262,239548688,"55066-0095","MAYO CLINIC HEALTH SYSTEM - RED WING","701 HEWITT BLVD_RED WING_MN"
"241312",773717,0.717203,3968712,3818842,NA,177233,227139,177233,13060,27905,8453,14328,14845,5875,6018986,17136107,23155093,"55723-9745","COOK HOSPITAL","10 SOUTH 5TH STREET_COOK_MN"
"271307",773719,1.044312,1399928,1605806,205878,375151,138410,159313,14143,14143,14770,14770,NA,NA,2916957,6503154,9420111,"59422","BENEFIS TETON MEDICAL CENTER","915 FOURTH STREET NW_CHOTEAU_MT"
"331304",773722,0.644294,2568172,6220008,3373135,4158716,703606,711223,335664,406903,216266,285820,71239,69554,13169948,24029332,37199280,"12455","MARGARETVILLE HOSPITAL","42084 STATE HIGHWAY_MARGARETVILLE_NY"
"331307",773723,1.372914,2287587,2904752,453658,886775,303452,433117,102,12021,140,16504,11919,16364,1636242,5732755,7368997,"13690","CLIFTON-FINE HOSPITAL","1014 OSWEGATCHIE TRAIL_STAR LAKE_NY"
"331316",773724,0.566144,6968990,8232372,919970,1711413,1303309,791443,53041,172195,30029,97487,119154,67458,19931175,78552725,98483900,"13346","COMMUNITY MEMORIAL HOSPITAL","150 BROAD ST_HAMILTON_NY"
"370149",773732,0.201501,15571568,26804316,11232748,16574746,4717007,5341998,11175176,13229453,2251809,4306086,2054277,2054277,128731503,484909154,613640657,"74804","ST ANTHONY SHAWNEE HOSPITAL","1102 WEST MACARTHUR_SHAWNEE_OK"
"410009",773746,0.337011,77931300,66220996,NA,5832815,10521508,5832815,5721478,6271540,1928201,2280361,550062,352160,443445975,623617640,1067063615,"02886","KENT COUNTY MEMORIAL HOSPITAL","455 TOLL GATE ROAD_WARWICK_RI"
"451324",773753,0.730529,707112,864401,NA,1617243,591881,1607841,1516376,1606440,1101429,1190584,90064,89155,902628,13441092,14343720,"76950-","LILLIAN M. HUDSPETH MEMORIAL HOSP.","310 HUDSPETH_SONORA_TX"
"453302",773757,0.345149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2471051244,1547113352,4018164596,"75235","CHILDRENS MEDICAL CENTER OF DALLAS","1935 MEDICAL CENTER DRIVE_DALLAS_TX"
"490088",773762,0.179578,4721962,5958140,1236178,3038364,2884733,1802186,3861904,4519093,693513,1271364,657189,577851,45002383,157602398,202604781,"24523","BEDFORD MEMORIAL HOSPITAL","1613 OAKWOOD STREET_BEDFORD_VA"
